"","name","description","page"
"1206","eelectricus_homolog_ensembl_gene","Electric eel gene stable ID","homologs"
"1207","eelectricus_homolog_associated_gene_name","Electric eel gene name","homologs"
"1208","eelectricus_homolog_ensembl_peptide","Electric eel protein or transcript stable ID","homologs"
"1209","eelectricus_homolog_chromosome","Electric eel chromosome/scaffold name","homologs"
"1210","eelectricus_homolog_chrom_start","Electric eel chromosome/scaffold start (bp)","homologs"
"1211","eelectricus_homolog_chrom_end","Electric eel chromosome/scaffold end (bp)","homologs"
"1212","eelectricus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1213","eelectricus_homolog_subtype","Last common ancestor with Electric eel","homologs"
"1214","eelectricus_homolog_orthology_type","Electric eel homology type","homologs"
"1215","eelectricus_homolog_perc_id","%id. target Electric eel gene identical to query gene","homologs"
"1216","eelectricus_homolog_perc_id_r1","%id. query gene identical to target Electric eel gene","homologs"
"1217","eelectricus_homolog_goc_score","Electric eel Gene-order conservation score","homologs"
"1218","eelectricus_homolog_wga_coverage","Electric eel Whole-genome alignment coverage","homologs"
"1219","eelectricus_homolog_orthology_confidence","Electric eel orthology confidence [0 low, 1 high]","homologs"
"1220","lafricana_homolog_ensembl_gene","Elephant gene stable ID","homologs"
"1221","lafricana_homolog_associated_gene_name","Elephant gene name","homologs"
"1222","lafricana_homolog_ensembl_peptide","Elephant protein or transcript stable ID","homologs"
"1223","lafricana_homolog_chromosome","Elephant chromosome/scaffold name","homologs"
"1224","lafricana_homolog_chrom_start","Elephant chromosome/scaffold start (bp)","homologs"
"1225","lafricana_homolog_chrom_end","Elephant chromosome/scaffold end (bp)","homologs"
"1226","lafricana_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1227","lafricana_homolog_subtype","Last common ancestor with Elephant","homologs"
"1228","lafricana_homolog_orthology_type","Elephant homology type","homologs"
"1229","lafricana_homolog_perc_id","%id. target Elephant gene identical to query gene","homologs"
"1230","lafricana_homolog_perc_id_r1","%id. query gene identical to target Elephant gene","homologs"
"1231","lafricana_homolog_goc_score","Elephant Gene-order conservation score","homologs"
"1232","lafricana_homolog_wga_coverage","Elephant Whole-genome alignment coverage","homologs"
"1233","lafricana_homolog_orthology_confidence","Elephant orthology confidence [0 low, 1 high]","homologs"
"1234","cmilii_homolog_ensembl_gene","Elephant shark gene stable ID","homologs"
"1235","cmilii_homolog_associated_gene_name","Elephant shark gene name","homologs"
"1236","cmilii_homolog_ensembl_peptide","Elephant shark protein or transcript stable ID","homologs"
"1237","cmilii_homolog_chromosome","Elephant shark chromosome/scaffold name","homologs"
"1238","cmilii_homolog_chrom_start","Elephant shark chromosome/scaffold start (bp)","homologs"
"1239","cmilii_homolog_chrom_end","Elephant shark chromosome/scaffold end (bp)","homologs"
"1240","cmilii_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1241","cmilii_homolog_subtype","Last common ancestor with Elephant shark","homologs"
"1242","cmilii_homolog_orthology_type","Elephant shark homology type","homologs"
"1243","cmilii_homolog_perc_id","%id. target Elephant shark gene identical to query gene","homologs"
"1244","cmilii_homolog_perc_id_r1","%id. query gene identical to target Elephant shark gene","homologs"
"1245","cmilii_homolog_wga_coverage","Elephant shark Whole-genome alignment coverage","homologs"
"1246","cmilii_homolog_orthology_confidence","Elephant shark orthology confidence [0 low, 1 high]","homologs"
"1247","svulgaris_homolog_ensembl_gene","Eurasian red squirrel gene stable ID","homologs"
"1248","svulgaris_homolog_associated_gene_name","Eurasian red squirrel gene name","homologs"
"1249","svulgaris_homolog_ensembl_peptide","Eurasian red squirrel protein or transcript stable ID","homologs"
"1250","svulgaris_homolog_chromosome","Eurasian red squirrel chromosome/scaffold name","homologs"
"1251","svulgaris_homolog_chrom_start","Eurasian red squirrel chromosome/scaffold start (bp)","homologs"
"1252","svulgaris_homolog_chrom_end","Eurasian red squirrel chromosome/scaffold end (bp)","homologs"
"1253","svulgaris_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1254","svulgaris_homolog_subtype","Last common ancestor with Eurasian red squirrel","homologs"
"1255","svulgaris_homolog_orthology_type","Eurasian red squirrel homology type","homologs"
"1256","svulgaris_homolog_perc_id","%id. target Eurasian red squirrel gene identical to query gene","homologs"
"1257","svulgaris_homolog_perc_id_r1","%id. query gene identical to target Eurasian red squirrel gene","homologs"
"1258","svulgaris_homolog_goc_score","Eurasian red squirrel Gene-order conservation score","homologs"
"1259","svulgaris_homolog_wga_coverage","Eurasian red squirrel Whole-genome alignment coverage","homologs"
"1260","svulgaris_homolog_orthology_confidence","Eurasian red squirrel orthology confidence [0 low, 1 high]","homologs"
"1261","dlabrax_homolog_ensembl_gene","European seabass gene stable ID","homologs"
"1262","dlabrax_homolog_associated_gene_name","European seabass gene name","homologs"
"1263","dlabrax_homolog_ensembl_peptide","European seabass protein or transcript stable ID","homologs"
"1264","dlabrax_homolog_chromosome","European seabass chromosome/scaffold name","homologs"
"1265","dlabrax_homolog_chrom_start","European seabass chromosome/scaffold start (bp)","homologs"
"1266","dlabrax_homolog_chrom_end","European seabass chromosome/scaffold end (bp)","homologs"
"1267","dlabrax_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1268","dlabrax_homolog_subtype","Last common ancestor with European seabass","homologs"
"1269","dlabrax_homolog_orthology_type","European seabass homology type","homologs"
"1270","dlabrax_homolog_perc_id","%id. target European seabass gene identical to query gene","homologs"
"1271","dlabrax_homolog_perc_id_r1","%id. query gene identical to target European seabass gene","homologs"
"1272","dlabrax_homolog_goc_score","European seabass Gene-order conservation score","homologs"
"1273","dlabrax_homolog_wga_coverage","European seabass Whole-genome alignment coverage","homologs"
"1274","dlabrax_homolog_orthology_confidence","European seabass orthology confidence [0 low, 1 high]","homologs"
"1275","mpfuro_homolog_ensembl_gene","Ferret gene stable ID","homologs"
"1276","mpfuro_homolog_associated_gene_name","Ferret gene name","homologs"
"1277","mpfuro_homolog_ensembl_peptide","Ferret protein or transcript stable ID","homologs"
"1278","mpfuro_homolog_chromosome","Ferret chromosome/scaffold name","homologs"
"1279","mpfuro_homolog_chrom_start","Ferret chromosome/scaffold start (bp)","homologs"
"1280","mpfuro_homolog_chrom_end","Ferret chromosome/scaffold end (bp)","homologs"
"1281","mpfuro_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1282","mpfuro_homolog_subtype","Last common ancestor with Ferret","homologs"
"1283","mpfuro_homolog_orthology_type","Ferret homology type","homologs"
"1284","mpfuro_homolog_perc_id","%id. target Ferret gene identical to query gene","homologs"
"1285","mpfuro_homolog_perc_id_r1","%id. query gene identical to target Ferret gene","homologs"
"1286","mpfuro_homolog_goc_score","Ferret Gene-order conservation score","homologs"
"1287","mpfuro_homolog_wga_coverage","Ferret Whole-genome alignment coverage","homologs"
"1288","mpfuro_homolog_orthology_confidence","Ferret orthology confidence [0 low, 1 high]","homologs"
"1289","trubripes_homolog_ensembl_gene","Fugu gene stable ID","homologs"
"1290","trubripes_homolog_associated_gene_name","Fugu gene name","homologs"
"1291","trubripes_homolog_ensembl_peptide","Fugu protein or transcript stable ID","homologs"
"1292","trubripes_homolog_chromosome","Fugu chromosome/scaffold name","homologs"
"1293","trubripes_homolog_chrom_start","Fugu chromosome/scaffold start (bp)","homologs"
"1294","trubripes_homolog_chrom_end","Fugu chromosome/scaffold end (bp)","homologs"
"1295","trubripes_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1296","trubripes_homolog_subtype","Last common ancestor with Fugu","homologs"
"1297","trubripes_homolog_orthology_type","Fugu homology type","homologs"
"1298","trubripes_homolog_perc_id","%id. target Fugu gene identical to query gene","homologs"
"1299","trubripes_homolog_perc_id_r1","%id. query gene identical to target Fugu gene","homologs"
"1300","trubripes_homolog_goc_score","Fugu Gene-order conservation score","homologs"
"1301","trubripes_homolog_wga_coverage","Fugu Whole-genome alignment coverage","homologs"
"1302","trubripes_homolog_orthology_confidence","Fugu orthology confidence [0 low, 1 high]","homologs"
"1303","amelanoleuca_homolog_ensembl_gene","Giant panda gene stable ID","homologs"
"1304","amelanoleuca_homolog_associated_gene_name","Giant panda gene name","homologs"
"1305","amelanoleuca_homolog_ensembl_peptide","Giant panda protein or transcript stable ID","homologs"
"1306","amelanoleuca_homolog_chromosome","Giant panda chromosome/scaffold name","homologs"
"1307","amelanoleuca_homolog_chrom_start","Giant panda chromosome/scaffold start (bp)","homologs"
"1308","amelanoleuca_homolog_chrom_end","Giant panda chromosome/scaffold end (bp)","homologs"
"1309","amelanoleuca_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1310","amelanoleuca_homolog_subtype","Last common ancestor with Giant panda","homologs"
"1311","amelanoleuca_homolog_orthology_type","Giant panda homology type","homologs"
"1312","amelanoleuca_homolog_perc_id","%id. target Giant panda gene identical to query gene","homologs"
"1313","amelanoleuca_homolog_perc_id_r1","%id. query gene identical to target Giant panda gene","homologs"
"1314","amelanoleuca_homolog_goc_score","Giant panda Gene-order conservation score","homologs"
"1315","amelanoleuca_homolog_orthology_confidence","Giant panda orthology confidence [0 low, 1 high]","homologs"
"1316","nleucogenys_homolog_ensembl_gene","Gibbon gene stable ID","homologs"
"1317","nleucogenys_homolog_associated_gene_name","Gibbon gene name","homologs"
"1318","nleucogenys_homolog_ensembl_peptide","Gibbon protein or transcript stable ID","homologs"
"1319","nleucogenys_homolog_chromosome","Gibbon chromosome/scaffold name","homologs"
"1320","nleucogenys_homolog_chrom_start","Gibbon chromosome/scaffold start (bp)","homologs"
"1321","nleucogenys_homolog_chrom_end","Gibbon chromosome/scaffold end (bp)","homologs"
"1322","nleucogenys_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1323","nleucogenys_homolog_subtype","Last common ancestor with Gibbon","homologs"
"1324","nleucogenys_homolog_orthology_type","Gibbon homology type","homologs"
"1325","nleucogenys_homolog_perc_id","%id. target Gibbon gene identical to query gene","homologs"
"1326","nleucogenys_homolog_perc_id_r1","%id. query gene identical to target Gibbon gene","homologs"
"1327","nleucogenys_homolog_goc_score","Gibbon Gene-order conservation score","homologs"
"1328","nleucogenys_homolog_wga_coverage","Gibbon Whole-genome alignment coverage","homologs"
"1329","nleucogenys_homolog_orthology_confidence","Gibbon orthology confidence [0 low, 1 high]","homologs"
"1330","saurata_homolog_ensembl_gene","Gilthead seabream gene stable ID","homologs"
"1331","saurata_homolog_associated_gene_name","Gilthead seabream gene name","homologs"
"1332","saurata_homolog_ensembl_peptide","Gilthead seabream protein or transcript stable ID","homologs"
"1333","saurata_homolog_chromosome","Gilthead seabream chromosome/scaffold name","homologs"
"1334","saurata_homolog_chrom_start","Gilthead seabream chromosome/scaffold start (bp)","homologs"
"1335","saurata_homolog_chrom_end","Gilthead seabream chromosome/scaffold end (bp)","homologs"
"1336","saurata_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1337","saurata_homolog_subtype","Last common ancestor with Gilthead seabream","homologs"
"1338","saurata_homolog_orthology_type","Gilthead seabream homology type","homologs"
"1339","saurata_homolog_perc_id","%id. target Gilthead seabream gene identical to query gene","homologs"
"1340","saurata_homolog_perc_id_r1","%id. query gene identical to target Gilthead seabream gene","homologs"
"1341","saurata_homolog_goc_score","Gilthead seabream Gene-order conservation score","homologs"
"1342","saurata_homolog_wga_coverage","Gilthead seabream Whole-genome alignment coverage","homologs"
"1343","saurata_homolog_orthology_confidence","Gilthead seabream orthology confidence [0 low, 1 high]","homologs"
"1344","chircus_homolog_ensembl_gene","Goat gene stable ID","homologs"
"1345","chircus_homolog_associated_gene_name","Goat gene name","homologs"
"1346","chircus_homolog_ensembl_peptide","Goat protein or transcript stable ID","homologs"
"1347","chircus_homolog_chromosome","Goat chromosome/scaffold name","homologs"
"1348","chircus_homolog_chrom_start","Goat chromosome/scaffold start (bp)","homologs"
"1349","chircus_homolog_chrom_end","Goat chromosome/scaffold end (bp)","homologs"
"1350","chircus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"1351","chircus_homolog_subtype","Last common ancestor with Goat","homologs"
