Run,Age,Assay Type,AssemblyName,AvgSpotLen,Bases,Biomaterial_provider,BioProject,BioSample,BioSampleModel,Bytes,Cell_Line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,disease_stage,Ethnicity,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_type,sex,SRA Study,tissue
SRR8652147,6,WGS,GCA_000001405.13,202,132875274578,ATCC:NCI-H1437,PRJNA523380,SAMN10987891,Human,70214445925,NCI-H1437,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Caucasian,SRX5449753,Illumina HiSeq 2000,cell line,WGS-NCIH1437_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1437_LUNG,cell culture,male,SRP186687,lung
SRR8639131,43,WGS,GCA_000001405.13,202,102470687260,GNF,PRJNA523380,SAMN10988063,Human,47422324300,A2058,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,metastasis,Caucasian,SRX5437602,Illumina HiSeq 2000,cell line,WGS-A2058_SKIN,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,A2058_SKIN,cell culture,male,SRP186687,skin
SRR8652063,39,WGS,GCA_000001405.13,202,104545022432,NA,PRJNA523380,SAMN10988025,Human,51895872862,Ishikawa (Heraklio) 02 ER-,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Asian,SRX5449837,Illumina HiSeq 2000,cell line,WGS-ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,cell culture,female,SRP186687,endometrium
SRR8639138,NA,WGS,GCA_000001405.13,202,131170858774,ATCC:22Rv1,PRJNA523380,SAMN10988315,Human,76240037196,22Rv1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Caucasian,SRX5437595,Illumina HiSeq 2000,cell line,WGS-22RV1_PROSTATE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,22RV1_PROSTATE,cell culture,male,SRP186687,prostate
SRR8652086,67,WGS,GCA_000001405.13,202,125555164036,ATCC:NCI-H2196,PRJNA523380,SAMN10988344,Human,73773578845,NCI-H2196,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5449814,Illumina HiSeq 2000,cell line,WGS-NCIH2196_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH2196_LUNG,cell culture,male,SRP186687,lung
SRR8652110,26,WGS,GCA_000001405.13,202,131809873856,DSMZ:IGR-39,PRJNA523380,SAMN10988096,Human,71791606664,IGR-39,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,primary,Caucasian,SRX5449790,Illumina HiSeq 2000,cell line,WGS-IGR39_SKIN,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,IGR39_SKIN,cell culture,male,SRP186687,skin
SRR8652133,10,WGS,GCA_000001405.13,202,106158406734,ATCC:MV-4-11,PRJNA523380,SAMN10988366,Human,52366300706,MV-4-11,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M5)",primary,Caucasian,SRX5449767,Illumina HiSeq 2000,cell line,WGS-MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8652135,67,WGS,GCA_000001405.13,202,125119577902,ATCC:NCI-H1092,PRJNA523380,SAMN10987995,Human,63311299145,NCI-H1092,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5449765,Illumina HiSeq 2000,cell line,WGS-NCIH1092_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1092_LUNG,cell culture,male,SRP186687,lung
SRR8652105,69,WGS,GCA_000001405.13,202,114803322560,ATCC:MCF7,PRJNA523380,SAMN10988179,Human,57352696692,MCF7,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Caucasian,SRX5449795,Illumina HiSeq 2000,cell line,WGS-MCF7_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MCF7_BREAST,cell culture,female,SRP186687,breast
SRR8652040,58,WGS,GCA_000001405.13,202,133771001158,ATCC:NCI-H1869,PRJNA523380,SAMN10988520,Human,69474466105,NCI-H1869,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),metastasis,Caucasian,SRX5449860,Illumina HiSeq 2000,cell line,WGS-NCIH1869_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1869_LUNG,cell culture,male,SRP186687,lung
SRR8652091,29,WGS,GCA_000001405.13,202,131613724180,DSMZ:LAMA-84,PRJNA523380,SAMN10988484,Human,67463067349,LAMA-84,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia),primary,Caucasian,SRX5449809,Illumina HiSeq 2000,cell line,WGS-LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8652093,58,WGS,GCA_000001405.13,202,118184569048,DSMZ:KYSE-520,PRJNA523380,SAMN10987932,Human,57754508776,KYSE-520,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Asian,SRX5449807,Illumina HiSeq 2000,cell line,WGS-KYSE520_OESOPHAGUS,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,KYSE520_OESOPHAGUS,cell culture,female,SRP186687,oesophagus
SRR8670691,60,WGS,GCA_000001405.13,202,113103789096,GNF,PRJNA523380,SAMN10988279,Human,58749139777,NCI-H522,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (non_small_cell_carcinoma),primary,Caucasian,SRX5466689,Illumina HiSeq 2000,cell line,WGS-NCIH522_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH522_LUNG,cell culture,male,SRP186687,lung
SRR8639197,NA,WGS,GCA_000001405.13,202,123414987368,NIBRI,PRJNA523380,SAMN10988326,Human,65893971448,CHP-212,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",neuroblastoma,primary,Caucasian,SRX5437536,Illumina HiSeq 2000,cell line,WGS-CHP212_AUTONOMIC_GANGLIA,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,CHP212_AUTONOMIC_GANGLIA,cell culture,NA,SRP186687,autonomic_ganglia
SRR8670761,45,WGS,GCA_000001405.13,202,112970285680,HSSRB,PRJNA523380,SAMN10987621,Human,63351538751,RKN,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",leiomyosarcoma,primary,Asian,SRX5466619,Illumina HiSeq 2000,cell line,WGS-RKN_SOFT_TISSUE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,RKN_SOFT_TISSUE,cell culture,female,SRP186687,soft_tissue
SRR8639230,45,WGS,GCA_000001405.13,202,117132773228,ATCC:COLO 829,PRJNA523380,SAMN10988208,Human,51268148757,COLO 829,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,primary,Caucasian,SRX5437503,Illumina HiSeq 2000,cell line,WGS-COLO829_SKIN,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,COLO829_SKIN,cell culture,male,SRP186687,skin
SRR8652075,67,WGS,GCA_000001405.13,202,126550360870,HSRRB,PRJNA523380,SAMN10987857,Human,74998392283,KMS-11,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (plasma_cell_myeloma),primary,Asian,SRX5449825,Illumina HiSeq 2000,cell line,WGS-KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8652136,NA,WGS,GCA_000001405.13,202,119653301756,ATCC:NCI-H1048,PRJNA523380,SAMN10988119,Human,66416781619,NCI-H1048,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,African_american,SRX5449764,Illumina HiSeq 2000,cell line,WGS-NCIH1048_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1048_LUNG,cell culture,female,SRP186687,lung
SRR8652146,27,WGS,GCA_000001405.13,177,159305231136,ATCC:NCI-H1650,PRJNA523380,SAMN10987889,Human,90607493329,NCI-H1650,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (bronchioloalveolar_adenocarcinoma),metastasis,Caucasian,SRX5449754,Illumina HiSeq 2000,cell line,WGS-NCIH1650_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1650_LUNG,cell culture,male,SRP186687,lung
SRR8670715,43,WGS,GCA_000001405.13,202,106590319498,NIBRI,PRJNA523380,SAMN10987958,Human,53214088348,SNU-475,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (hepatocellular_carcinoma),primary,Asian,SRX5466665,Illumina HiSeq 2000,cell line,WGS-SNU475_LIVER,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SNU475_LIVER,cell culture,male,SRP186687,liver
SRR8639187,50,WGS,GCA_000001405.13,202,135383648362,DSMZ:HDQ-P1,PRJNA523380,SAMN10988509,Human,63720720408,HDQ-P1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5437546,Illumina HiSeq 2000,cell line,WGS-HDQP1_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HDQP1_BREAST,cell culture,female,SRP186687,breast
SRR8670699,41,WGS,GCA_000001405.13,202,125037692556,ATCC:NCI-H82,PRJNA523380,SAMN10987912,Human,66464490206,NCI-H82,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5466681,Illumina HiSeq 2000,cell line,WGS-NCIH82_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH82_LUNG,cell culture,male,SRP186687,lung
SRR8670739,NA,WGS,GCA_000001405.13,202,109435192760,ECACC:OAW42,PRJNA523380,SAMN10988015,Human,53101099776,OAW42,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Caucasian,SRX5466641,Illumina HiSeq 2000,cell line,WGS-OAW42_OVARY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OAW42_OVARY,cell culture,female,SRP186687,ovary
SRR8670758,61,WGS,GCA_000001405.13,202,118649221568,DSMZ:REC-1,PRJNA523380,SAMN10989553,Human,53307121026,REC-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (mantle_cell_lymphoma),primary,Caucasian,SRX5466622,Illumina HiSeq 2000,cell line,WGS-REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8670768,33,WGS,GCA_000001405.13,202,131797954644,NIBRI,PRJNA523380,SAMN10987911,Human,74673819759,SNU-16,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (undifferentiated_adenocarcinoma),metastasis,Asian,SRX5466612,Illumina HiSeq 2000,cell line,WGS-SNU16_STOMACH,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SNU16_STOMACH,cell culture,female,SRP186687,stomach
SRR8639171,47,WGS,GCA_000001405.13,202,142578224186,HSRRB,PRJNA523380,SAMN10988302,Human,67239297367,ABC-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (non_small_cell_carcinoma),primary,Asian,SRX5437562,Illumina HiSeq 2000,cell line,WGS-ABC1_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,ABC1_LUNG,cell culture,male,SRP186687,lung
SRR8639209,45,WGS,GCA_000001405.13,202,112787092284,DSMZ:CAL-51,PRJNA523380,SAMN10988576,Human,57705144758,CAL-51,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Caucasian,SRX5437524,Illumina HiSeq 2000,cell line,WGS-CAL51_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,CAL51_BREAST,cell culture,female,SRP186687,breast
SRR8639211,45,WGS,GCA_000001405.13,202,122028803576,ATCC:DB,PRJNA523380,SAMN10987903,Human,67906681651,DB,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),metastasis,Caucasian,SRX5437522,Illumina HiSeq 2000,cell line,WGS-DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8652054,70,WGS,GCA_000001405.13,202,111300314310,ATCC:NCI-H2066,PRJNA523380,SAMN10987642,Human,52726939840,NCI-H2066,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),primary,Caucasian,SRX5449846,Illumina HiSeq 2000,cell line,WGS-NCIH2066_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH2066_LUNG,cell culture,female,SRP186687,lung
SRR8652087,50,WGS,GCA_000001405.13,202,118282626110,ATCC:NCI-H2171,PRJNA523380,SAMN10988226,Human,57504485112,NCI-H2171,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5449813,Illumina HiSeq 2000,cell line,WGS-NCIH2171_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH2171_LUNG,cell culture,male,SRP186687,lung
SRR8670686,65,WGS,GCA_000001405.13,202,114383762500,ATCC:SK-CO-1,PRJNA523380,SAMN10988030,Human,54771172802,SK-CO-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5466694,Illumina HiSeq 2000,cell line,WGS-SKCO1_LARGE_INTESTINE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SKCO1_LARGE_INTESTINE,cell culture,male,SRP186687,large_intestine
SRR8670707,50,WGS,GCA_000001405.13,202,155792465660,ATCC:SW480,PRJNA523380,SAMN10987646,Human,88044435638,SW480,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5466673,Illumina HiSeq 2000,cell line,WGS-SW480_LARGE_INTESTINE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SW480_LARGE_INTESTINE,cell culture,male,SRP186687,large_intestine
SRR8670771,24,WGS,GCA_000001405.13,202,114338141810,NIBRI,PRJNA523380,SAMN10987895,Human,59929568741,SNU-182,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (hepatocellular_carcinoma),primary,Asian,SRX5466609,Illumina HiSeq 2000,cell line,WGS-SNU182_LIVER,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SNU182_LIVER,cell culture,male,SRP186687,liver
SRR8670775,75,WGS,GCA_000001405.13,202,103270643216,ATCC:SK-UT-1,PRJNA523380,SAMN10987664,Human,49173608227,SK-UT-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",leiomyosarcoma,primary,Caucasian,SRX5466605,Illumina HiSeq 2000,cell line,WGS-SKUT1_SOFT_TISSUE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SKUT1_SOFT_TISSUE,cell culture,female,SRP186687,soft_tissue
SRR8639144,47,WGS,GCA_000001405.13,202,182350703914,ATCC:ES-2,PRJNA523380,SAMN10988319,Human,87679021288,ES-2,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (clear_cell_carcinoma),primary,Caucasian,SRX5437589,Illumina HiSeq 2000,cell line,WGS-ES2_OVARY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,ES2_OVARY,cell culture,female,SRP186687,ovary
SRR8639186,44,WGS,GCA_000001405.13,202,183000490848,ATCC:HCC1599,PRJNA523380,SAMN10988467,Human,88651056613,HCC1599,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5437547,Illumina HiSeq 2000,cell line,WGS-HCC1599_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HCC1599_BREAST,cell culture,female,SRP186687,breast
SRR8639237,0.25,WGS,GCA_000001405.13,202,126137687394,NIBRI,PRJNA523380,SAMN10987919,Human,74300353365,G-401,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",rhabdoid_tumour,primary,Caucasian,SRX5437496,Illumina HiSeq 2000,cell line,WGS-G401_SOFT_TISSUE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,G401_SOFT_TISSUE,cell culture,male,SRP186687,soft_tissue
SRR8652046,55,WGS,GCA_000001405.13,202,117501862174,ATCC:NCI-H1693,PRJNA523380,SAMN10988173,Human,59614206113,NCI-H1693,BROAD INSTITUTE,public,"sra,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Caucasian,SRX5449854,Illumina HiSeq 2000,cell line,WGS-NCIH1693_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1693_LUNG,cell culture,female,SRP186687,lung
SRR8652139,71,WGS,GCA_000001405.13,178,170720332465,ATCC:NCI-H1651,PRJNA523380,SAMN10987663,Human,93283287528,NCI-H1651,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5449761,Illumina HiSeq 2000,cell line,WGS-NCIH1651_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1651_LUNG,cell culture,male,SRP186687,lung
SRR8639167,43,WGS,GCA_000001405.13,202,159329621606,ATCC:AU565,PRJNA523380,SAMN10987882,Human,78861866279,AU565,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Caucasian,SRX5437566,Illumina HiSeq 2000,cell line,WGS-AU565_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,AU565_BREAST,cell culture,female,SRP186687,breast
SRR8652057,50,WGS,GCA_000001405.13,202,121241000748,ATCC:NCI-H211,PRJNA523380,SAMN10988220,Human,65047182170,NCI-H211,BROAD INSTITUTE,public,"bam,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5449843,Illumina HiSeq 2000,cell line,WGS-NCIH211_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH211_LUNG,cell culture,female,SRP186687,lung
SRR8652067,56,WGS,GCA_000001405.13,202,109169565588,RIKEN:JHUEM-1,PRJNA523380,SAMN10987934,Human,54554695564,JHUEM-1,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",carcinoma (adenocarcinoma),primary,Asian,SRX5449833,Illumina HiSeq 2000,cell line,WGS-JHUEM1_ENDOMETRIUM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,JHUEM1_ENDOMETRIUM,cell culture,female,SRP186687,endometrium
SRR8652069,65,WGS,GCA_000001405.13,202,142126916796,HSSRB,PRJNA523380,SAMN10987823,Human,70814154042,KNS-81,BROAD INSTITUTE,public,"sra,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public","glioma (astrocytoma_Grade_IV\, glioblastoma_multiforme)",primary,Asian,SRX5449831,Illumina HiSeq 2000,cell line,WGS-KNS81_CENTRAL_NERVOUS_SYSTEM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,KNS81_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system
SRR8652072,76,WGS,GCA_000001405.13,202,137383686318,DSMZ:KU-19-19,PRJNA523380,SAMN10988557,Human,66501742444,KU-19-19,BROAD INSTITUTE,public,"bam,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (transitional_cell_carcinoma),primary,Asian,SRX5449828,Illumina HiSeq 2000,cell line,WGS-KU1919_URINARY_TRACT,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,KU1919_URINARY_TRACT,cell culture,male,SRP186687,urinary_tract
SRR8652073,64,WGS,GCA_000001405.13,202,142797491550,GNF,PRJNA523380,SAMN10987617,Human,71770177424,KLE,BROAD INSTITUTE,public,"bam,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",carcinoma (adenocarcinoma),primary,Caucasian,SRX5449827,Illumina HiSeq 2000,cell line,WGS-KLE_ENDOMETRIUM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,KLE_ENDOMETRIUM,cell culture,female,SRP186687,endometrium
SRR8652083,NA,WGS,GCA_000001405.13,202,113535518242,ATCC:NCI-H226,PRJNA523380,SAMN10987668,Human,57843436066,NCI-H226,BROAD INSTITUTE,public,"sra,bam","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",carcinoma (squamous_cell_carcinoma),metastasis,Caucasian,SRX5449817,Illumina HiSeq 2000,cell line,WGS-NCIH226_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH226_LUNG,cell culture,male,SRP186687,lung
SRR8652092,69,WGS,GCA_000001405.13,202,134452638644,RIKEN:LC-1F,PRJNA523380,SAMN10988100,Human,70384744938,LC-1F,BROAD INSTITUTE,public,"bam,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",carcinoma (squamous_cell_carcinoma),primary,Asian,SRX5449808,Illumina HiSeq 2000,cell line,WGS-LC1F_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,LC1F_LUNG,cell culture,male,SRP186687,lung
SRR8652099,63,WGS,GCA_000001405.13,202,98786295938,NA,PRJNA523380,SAMN10987976,Human,45359612125,LS513,BROAD INSTITUTE,public,"bam,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",carcinoma (adenocarcinoma),primary,Caucasian,SRX5449801,Illumina HiSeq 2000,cell line,WGS-LS513_LARGE_INTESTINE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,LS513_LARGE_INTESTINE,cell culture,male,SRP186687,large_intestine
SRR8652108,56,WGS,GCA_000001405.13,202,129639059646,ATCC:MDA-MB-175-VII,PRJNA523380,SAMN10987665,Human,62976976155,MDA-MB-175-VII,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",carcinoma (ductal_carcinoma),metastasis,African_american,SRX5449792,Illumina HiSeq 2000,cell line,WGS-MDAMB175VII_BREAST,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,MDAMB175VII_BREAST,cell culture,female,SRP186687,breast
