"","seqnames","start","end","width","strand","V4","V5","V6","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"527","chrX",134463743,134463763,21,"*","chrX_f_c260[k=71][m=71]",71,"+","Intron (ENST00000298556.8/3251, intron 1 of 8)",23,134460351,134498641,38291,1,"3251","ENST00000462974.5",3392
"528","chr11",65505565,65505585,21,"*","chr11_f_c403[k=72][m=71]",71,"+","Promoter (<=1kb)",11,65506117,65506173,57,1,"109136578","ENST00000611300.1",-532
"529","chr1",174423104,174423124,21,"*","chr1_f_c620[k=72][m=71]",71,"+","Intron (ENST00000357444.10/9910, intron 13 of 13)",1,174447964,174449545,1582,1,"9293","ENST00000367685.5",-24840
"530","chr1",224158835,224158855,21,"*","chr1_f_c810[k=72][m=71]",71,"+","3' UTR",1,224175756,224192353,16598,1,"8560","ENST00000415210.5",-16901
"531","chr15",72420598,72420618,21,"*","chr15_f_c168[k=72][m=71]",71,"+","Intron (ENST00000562573.1/105370888, intron 2 of 3)",15,72398309,72408029,9721,1,"338949","ENST00000567679.1",22289
"532","chr16",11014699,11014719,21,"*","chr16_f_c97[k=72][m=71]",71,"+","Intron (ENST00000409790.6/23274, intron 11 of 23)",16,11024153,11048518,24366,1,"23274","ENST00000463896.5",-9434
"533","chr20",44906427,44906447,21,"*","chr20_f_c140[k=72][m=71]",71,"+","Promoter (2-3kb)",20,44903819,44905079,1261,1,"7529","ENST00000477896.1",2608
"534","chr8",38420388,38420408,21,"*","chr8_r_c70[k=72][m=71]",71,"-","Promoter (<=1kb)",8,38414779,38420344,5566,2,"2260","ENST00000527114.5",-44
"535","chr11",12361883,12361903,21,"*","chr11_f_c41[k=73][m=71]",71,"+","Distal Intergenic",11,12377563,12480809,103247,1,"55742","ENST00000530755.5",-15660
"536","chr17",18668567,18668587,21,"*","chr17_r_c99[k=79][m=71]",71,"-","3' UTR",17,18638861,18661950,23090,2,"254272","ENST00000570881.1",-6617
"537","chr1",198193017,198193037,21,"*","chr1_f_c685[k=86][m=71]",71,"+","Intron (ENST00000442588.5/140609, intron 1 of 3)",1,198206874,198253168,46295,1,"140609","ENST00000544035.5",-13837
"538","chr20",49280332,49280352,21,"*","chr20_f_c167[k=115][m=71]",71,"+","Promoter (<=1kb)",20,49280322,49289260,8939,1,"441951","ENST00000659056.1",10
"539","chr10",113009675,113009695,21,"*","chr10_f_c377[k=70][m=70]",70,"+","Intron (ENST00000627217.3/6934, intron 4 of 13)",10,112950916,113141316,190401,1,"6934","ENST00000346198.5",58759
"540","chr1",167790728,167790748,21,"*","chr1_f_c584[k=70][m=70]",70,"+","3' UTR",1,167787067,167788154,1088,1,"9019","ENST00000498279.1",3661
"541","chr1",19340952,19340972,21,"*","chr1_r_c77[k=70][m=70]",70,"-","3' UTR",1,19339137,19346362,7226,2,"832","ENST00000674299.1",5390
"542","chr15",68293464,68293484,21,"*","chr15_f_c143[k=70][m=70]",70,"+","3' UTR",15,68289255,68290073,819,1,"10116","ENST00000566739.1",4209
"543","chr15",71239801,71239821,21,"*","chr15_f_c157[k=70][m=70]",70,"+","Intron (ENST00000355327.7/79875, intron 4 of 17)",15,71185827,71189064,3238,2,"101929196","ENST00000665266.1",-50737
"544","chr16",24817100,24817120,21,"*","chr16_f_c146[k=70][m=70]",70,"+","Promoter (<=1kb)",16,24816585,24820210,3626,1,"27327","ENST00000569634.1",515
"545","chr16",28867259,28867279,21,"*","chr16_f_c158[k=70][m=70]",70,"+","Promoter (<=1kb)",16,28867154,28871914,4761,1,"25970","ENST00000561629.1",105
"546","chr16",31183439,31183459,21,"*","chr16_f_c194[k=70][m=70]",70,"+","Promoter (<=1kb)",16,31183550,31184398,849,1,"2521","ENST00000487974.1",-91
"547","chr17",45640342,45640362,21,"*","chr17_f_c208[k=70][m=70]",70,"+","Promoter (<=1kb)",17,45639437,45646232,6796,1,"147081","ENST00000592428.1",905
"548","chr2",156149894,156149914,21,"*","chr2_r_c385[k=70][m=70]",70,"-","Intron (ENST00000635799.1/101929378, intron 1 of 4)",2,156022686,156254905,232220,2,"101929378","ENST00000637476.1",104991
"549","chr2",177995398,177995418,21,"*","chr2_r_c451[k=70][m=70]",70,"-","Intron (ENST00000286063.11/50940, intron 2 of 19)",2,177686707,177927009,240303,2,"50940","ENST00000497003.5",-68389
"550","chr2",69796592,69796612,21,"*","chr2_f_c182[k=70][m=70]",70,"+","Intron (ENST00000477632.5/307, intron 3 of 11)",2,69807978,69810902,2925,1,"307","ENST00000468815.1",-11366
"551","chr3",50411675,50411695,21,"*","chr3_r_c146[k=70][m=70]",70,"-","Intron (ENST00000424201.7/9254, intron 3 of 37)",3,50367465,50368197,733,1,"11068","ENST00000607362.1",44210
"552","chr5",87364228,87364248,21,"*","chr5_f_c190[k=70][m=70]",70,"+","Intron (ENST00000274376.11/5921, intron 11 of 24)",5,87337972,87369901,31930,1,"5921","ENST00000509953.1",26256
"553","chr7",131087987,131088007,21,"*","chr7_r_c324[k=70][m=70]",70,"-","Promoter (<=1kb)",7,130944796,131088474,143679,2,"378805","ENST00000435523.5",467
"554","chr7",5703264,5703284,21,"*","chr7_r_c32[k=70][m=70]",70,"-","Intron (ENST00000389902.8/54476, intron 13 of 16)",7,5711840,5711910,71,2,"102466203","ENST00000635894.1",8626
"555","chr8",30566080,30566100,21,"*","chr8_f_c62[k=70][m=70]",70,"+","Promoter (1-2kb)",8,30564367,30570761,6395,1,"11030","ENST00000520971.1",1713
"556","chrX",40172203,40172223,21,"*","chrX_r_c72[k=70][m=70]",70,"-","Intron (ENST00000378455.8/54880, intron 1 of 13)",23,40051254,40177213,125960,2,"54880","ENST00000672922.2",4990
"557","chr15",43333582,43333602,21,"*","chr15_f_c42[k=71][m=70]",70,"+","Promoter (1-2kb)",15,43334938,43349077,14140,1,"161823","ENST00000610420.4",-1336
"558","chr2",122669618,122669638,21,"*","chr2_f_c308[k=71][m=70]",70,"+","Intron (ENST00000657880.1/105373595, intron 4 of 8)",2,122503366,122505118,1753,2,"105373593","ENST00000654765.1",-164500
"559","chr8",124638185,124638205,21,"*","chr8_r_c321[k=71][m=70]",70,"-","Intron (ENST00000518547.6/9788, intron 3 of 13)",8,124589665,124619479,29815,2,"9788","ENST00000519671.1",-18706
"560","chr9",22537567,22537587,21,"*","chr9_f_c28[k=71][m=70]",70,"+","Distal Intergenic",9,22446824,22455740,8917,1,"63951","ENST00000325870.3",90743
"561","chr15",28191024,28191044,21,"*","chr15_r_c20[k=72][m=70]",70,"-","Promoter (1-2kb)",15,28111079,28192122,81044,2,"8924","ENST00000650509.1",1078
"562","chr3",25724800,25724820,21,"*","chr3_r_c51[k=72][m=70]",70,"-","Intron (ENST00000489271.5/55768, intron 1 of 2)",3,25718944,25730550,11607,2,"55768","ENST00000489271.5",5730
"563","chr12",89354740,89354760,21,"*","chr12_f_c346[k=73][m=70]",70,"+","Promoter (2-3kb)",12,89347235,89352501,5267,2,"1848","ENST00000279488.8",-2239
"564","chr13",99318770,99318790,21,"*","chr13_f_c164[k=74][m=70]",70,"+","Intron (ENST00000355700.9/337867, intron 2 of 4)",13,99314708,99385698,70991,1,"337867","ENST00000480738.1",4062
"565","chr11",65505296,65505316,21,"*","chr11_f_c399[k=225][m=70]",70,"+","Promoter (<=1kb)",11,65506117,65506173,57,1,"109136578","ENST00000611300.1",-801
"566","chr6",52995871,52995891,21,"*","chr6_f_c208[k=753][m=70]",70,"+","Promoter (<=1kb)",6,52995621,52995948,328,1,"125050","ENST00000636484.1",250
"567","chr6",52995877,52995897,21,"*","chr6_f_c209[k=753][m=70]",70,"+","Promoter (<=1kb)",6,52995621,52995948,328,1,"125050","ENST00000636484.1",256
"568","chr11",61717107,61717127,21,"*","chr11_f_c169[k=69][m=69]",69,"+","Intron (ENST00000257215.10/747, intron 1 of 19)",11,61752636,61788518,35883,1,"745","ENST00000278836.10",-35509
"569","chr12",48818689,48818709,21,"*","chr12_f_c160[k=69][m=69]",69,"+","Promoter (<=1kb)",12,48818787,48824697,5911,1,"784","ENST00000548279.5",-78
"570","chr12",51965819,51965839,21,"*","chr12_f_c192[k=69][m=69]",69,"+","Intron (ENST00000257963.9/91, intron 1 of 8)",12,51953380,51994925,41546,1,"91","ENST00000542485.1",12439
"571","chr12",65871445,65871465,21,"*","chr12_f_c270[k=69][m=69]",69,"+","Intron (ENST00000537429.5/8091, intron 4 of 4)",12,65866804,65881578,14775,2,"100129940","ENST00000536648.5",10113
"572","chr16",2770131,2770151,21,"*","chr16_f_c68[k=69][m=69]",69,"+","Promoter (<=1kb)",16,2770355,2771410,1056,1,"23524","ENST00000573692.1",-204
"573","chr16",47435857,47435877,21,"*","chr16_r_c157[k=69][m=69]",69,"-","Intron (ENST00000320640.11/81533, intron 5 of 17)",16,47365571,47452757,87187,2,"81533","ENST00000569551.6",16880
"574","chr17",31532038,31532058,21,"*","chr17_f_c127[k=69][m=69]",69,"+","Promoter (1-2kb)",17,31530972,31531852,881,1,"84440","ENST00000578148.1",1066
"575","chr18",9839826,9839846,21,"*","chr18_f_c24[k=69][m=69]",69,"+","Intron (ENST00000578734.5/11031, intron 4 of 5)",18,9849596,9859508,9913,1,"11031","ENST00000580795.1",-9750
"576","chr20",37722923,37722943,21,"*","chr20_f_c113[k=69][m=69]",69,"+","Intron (ENST00000405275.6/56259, intron 1 of 16)",20,37744645,37872129,127485,1,"56259","ENST00000373473.5",-21702
"577","chr20",53044390,53044410,21,"*","chr20_f_c188[k=69][m=69]",69,"+","Intron (ENST00000371497.10/128553, intron 1 of 2)",20,52972358,53495330,522973,1,"128553","ENST00000371497.10",72032
"578","chr22",33545301,33545321,21,"*","chr22_r_c102[k=69][m=69]",69,"-","Intron (ENST00000608642.6/9215, intron 5 of 11)",22,33273077,33572253,299177,2,"9215","ENST00000674780.1",26932
"579","chr22",46379619,46379639,21,"*","chr22_r_c200[k=69][m=69]",69,"-","Promoter (1-2kb)",22,46372913,46377624,4712,2,"9620","ENST00000468025.1",-1995
"580","chr2",9383259,9383279,21,"*","chr2_f_c14[k=69][m=69]",69,"+","Intron (ENST00000315273.4/8853, intron 20 of 26)",2,9388294,9400769,12476,1,"8853","ENST00000491413.1",-5015
"581","chr5",160113240,160113260,21,"*","chr5_r_c324[k=69][m=69]",69,"-","Intron (ENST00000456329.7/114825, intron 1 of 3)",5,160093758,160118833,25076,2,"114825","ENST00000520662.1",5573
"582","chr6",45354515,45354535,21,"*","chr6_r_c148[k=69][m=69]",69,"-","Intron (ENST00000483377.5/860, intron 2 of 7)",6,45361573,45372055,10483,1,"860","ENST00000473041.1",-7038
"583","chr8",134826348,134826368,21,"*","chr8_r_c353[k=69][m=69]",69,"-","Distal Intergenic",8,134838069,134842637,4569,1,"552853","ENST00000519500.1",-11701
"584","chr8",38315865,38315885,21,"*","chr8_r_c66[k=69][m=69]",69,"-","Intron (ENST00000317025.13/54904, intron 10 of 23)",8,38316855,38319291,2437,2,"54904","ENST00000525081.1",3406
"585","chr12",98946179,98946199,21,"*","chr12_r_c298[k=70][m=69]",69,"-","Intron (ENST00000551372.1/ENST00000551372.1, intron 1 of 3)",12,98801093,98895300,94208,2,"56899","ENST00000552748.5",-50879
"586","chr4",39457654,39457674,21,"*","chr4_r_c98[k=70][m=69]",69,"-","Promoter (<=1kb)",4,39454139,39457681,3543,2,"6133","ENST00000506581.6",7
"587","chrX",100397974,100397994,21,"*","chrX_r_c234[k=70][m=69]",69,"-","Intron (ENST00000420881.6/57526, intron 2 of 4)",23,100350662,100406515,55854,2,"57526","ENST00000636150.1",8521
"588","chr3",37244033,37244053,21,"*","chr3_f_c103[k=71][m=69]",69,"+","Promoter (<=1kb)",3,37241789,37244177,2389,2,"152048","ENST00000604992.1",124
"589","chr7",96964950,96964970,21,"*","chr7_r_c228[k=73][m=69]",69,"-","Exon (ENST00000430027.3/285987, exon 3 of 3)",7,96965419,97003554,38136,2,"285987","ENST00000659765.1",38584
"590","chr9",93121501,93121521,21,"*","chr9_r_c152[k=87][m=69]",69,"-","3' UTR",9,93121497,93126190,4694,2,"4814","ENST00000489274.1",4669
"591","chr1",40281473,40281493,21,"*","chr1_f_c181[k=88][m=69]",69,"+","3' UTR",1,40290645,40292621,1977,1,"10269","ENST00000474142.1",-9152
"592","chr11",46117320,46117340,21,"*","chr11_r_c135[k=68][m=68]",68,"-","Promoter (2-3kb)",11,45979863,46119787,139925,2,"51317","ENST00000529782.5",2447
"593","chr1",156743797,156743817,21,"*","chr1_r_c528[k=68][m=68]",68,"-","Promoter (<=1kb)",1,156743307,156744276,970,2,"3068","ENST00000477306.1",459
"594","chr11",6602341,6602361,21,"*","chr11_r_c43[k=68][m=68]",68,"-","Promoter (1-2kb)",11,6599943,6601304,1362,2,"23378","ENST00000526352.5",-1037
"595","chr1",223845283,223845303,21,"*","chr1_r_c747[k=68][m=68]",68,"-","Promoter (<=1kb)",1,223814176,223845794,31619,2,"7159","ENST00000472180.1",491
"596","chr12",32740425,32740445,21,"*","chr12_r_c82[k=68][m=68]",68,"-","Promoter (<=1kb)",12,32740154,32743583,3430,1,"10059","ENST00000553031.1",271
"597","chr12",46266519,46266539,21,"*","chr12_r_c109[k=68][m=68]",68,"-","Promoter (1-2kb)",12,46195725,46267701,71977,2,"81539","ENST00000552197.5",1162
"598","chr13",39013497,39013517,21,"*","chr13_r_c57[k=68][m=68]",68,"-","Promoter (<=1kb)",13,39011140,39012778,1639,2,"80209","ENST00000468017.1",-719
"599","chr15",75038535,75038555,21,"*","chr15_f_c188[k=68][m=68]",68,"+","Intron (ENST00000568207.5/60490, intron 2 of 3)",15,75043275,75049738,6464,1,"60490","ENST00000563393.1",-4720
"600","chr18",57788247,57788267,21,"*","chr18_r_c117[k=68][m=68]",68,"-","Intron (ENST00000648908.2/5205, intron 1 of 27)",18,57646443,57801988,155546,2,"5205","ENST00000642462.1",13721
"601","chr19",42394900,42394920,21,"*","chr19_r_c188[k=68][m=68]",68,"-","Promoter (2-3kb)",19,42397128,42408452,11325,1,"101930071","ENST00000593491.2",-2208
"602","chr21",18030064,18030084,21,"*","chr21_f_c41[k=68][m=68]",68,"+","Intron (ENST00000400128.5/140578, intron 2 of 6)",21,17917340,18267373,350034,1,"140578","ENST00000400135.5",112724
"603","chr22",19059942,19059962,21,"*","chr22_r_c17[k=68][m=68]",68,"-","Promoter (2-3kb)",22,19037837,19057053,19217,2,"9993","ENST00000467659.1",-2889
"604","chr2",226042471,226042491,21,"*","chr2_r_c562[k=68][m=68]",68,"-","Distal Intergenic",2,226658710,226658793,84,2,"100847053","ENST00000582265.1",616302
"605","chr2",61504798,61504818,21,"*","chr2_r_c163[k=68][m=68]",68,"-","Promoter (2-3kb)",2,61477689,61502608,24920,2,"7514","ENST00000481073.6",-2190
"606","chr3",158684124,158684144,21,"*","chr3_r_c438[k=68][m=68]",68,"-","Promoter (<=1kb)",3,158684631,158691899,7269,1,"85476","ENST00000472383.1",-487
"607","chr5",13323561,13323581,21,"*","chr5_f_c35[k=68][m=68]",68,"+","Distal Intergenic",5,13144000,13190677,46678,1,"105374659","ENST00000513283.2",179561
"608","chr6",136544452,136544472,21,"*","chr6_r_c333[k=68][m=68]",68,"-","Intron (ENST00000616617.4/9053, intron 1 of 15)",6,136342734,136550422,207689,2,"9053","ENST00000354570.8",5950
"609","chr6",152176825,152176845,21,"*","chr6_r_c362[k=68][m=68]",68,"-","Promoter (2-3kb)",6,152121780,152179463,57684,2,"23345","ENST00000347037.9",2618
"610","chr7",148924969,148924989,21,"*","chr7_r_c388[k=68][m=68]",68,"-","Distal Intergenic",7,148941483,148941638,156,1,"6090","ENST00000651540.1",-16494
"611","chr7",21596078,21596098,21,"*","chr7_f_c70[k=68][m=68]",68,"+","Intron (ENST00000409508.8/8701, intron 14 of 81)",7,21618194,21636078,17885,1,"8701","ENST00000465593.1",-22096
"612","chr8",115640574,115640594,21,"*","chr8_r_c283[k=68][m=68]",68,"-","Intron (ENST00000640765.1/7227, intron 1 of 5)",8,115413814,115620070,206257,2,"7227","ENST00000519076.5",-20504
"613","chr9",93152379,93152399,21,"*","chr9_f_c113[k=68][m=68]",68,"+","Distal Intergenic",9,93121496,93134251,12756,2,"4814","ENST00000375446.5",-18128
"614","chrX",89727104,89727124,21,"*","chrX_r_c231[k=68][m=68]",68,"-","Distal Intergenic",23,89921908,89922883,976,1,"90316","ENST00000283891.6",-194784
"615","chr12",56159686,56159706,21,"*","chr12_f_c229[k=69][m=68]",68,"+","Promoter (<=1kb)",12,56160036,56162970,2935,1,"4637","ENST00000546845.1",-330
"616","chr17",72900985,72901005,21,"*","chr17_r_c339[k=69][m=68]",68,"-","Intron (ENST00000255559.7/201266, intron 5 of 9)",17,72821605,72849804,28200,2,"201266","ENST00000583715.5",-51181
"617","chr20",58656210,58656230,21,"*","chr20_f_c204[k=69][m=68]",68,"+","Intron (ENST00000361830.7/8675, intron 2 of 8)",20,58652097,58671297,19201,1,"100534593","ENST00000468590.1",4113
"618","chr21",28083595,28083615,21,"*","chr21_r_c29[k=69][m=68]",68,"-","Intron (ENST00000426534.2/284825, intron 1 of 4)",21,28087133,28103432,16300,1,"284825","ENST00000657256.1",-3518
"619","chr5",139407183,139407203,21,"*","chr5_f_c293[k=69][m=68]",68,"+","Distal Intergenic",5,139396767,139404089,7323,2,"202051","ENST00000450845.7",-3094
"620","chr7",39694626,39694646,21,"*","chr7_f_c126[k=69][m=68]",68,"+","Intron (ENST00000468201.1/5898, intron 1 of 2)",7,39700880,39706302,5423,1,"5898","ENST00000466491.1",-6234
"621","chr1",173866682,173866702,21,"*","chr1_r_c572[k=306][m=68]",68,"-","Promoter (<=1kb)",1,173864484,173867030,2547,2,"60674","ENST00000422008.5",328
"622","chr11",119023628,119023648,21,"*","chr11_f_c599[k=67][m=67]",67,"+","Promoter (1-2kb)",11,119021768,119023282,1515,1,"51399","ENST00000526141.1",1860
"623","chr11",60065493,60065513,21,"*","chr11_f_c164[k=67][m=67]",67,"+","Intron (ENST00000395032.6/932, intron 2 of 4)",11,60069531,60070981,1451,1,"932","ENST00000528952.1",-4018
"624","chr1",190254297,190254317,21,"*","chr1_r_c624[k=67][m=67]",67,"-","Intron (ENST00000367462.5/339479, intron 4 of 7)",1,190264898,190362270,97373,1,"105371658","ENST00000452178.1",-10581
"625","chr1",223744155,223744175,21,"*","chr1_f_c797[k=67][m=67]",67,"+","Promoter (2-3kb)",1,223747108,223749476,2369,1,"824","ENST00000483579.1",-2933
"626","chr12",76055052,76055072,21,"*","chr12_r_c231[k=67][m=67]",67,"-","Promoter (1-2kb)",12,76049434,76053158,3725,2,"4673","ENST00000547969.5",-1894
"627","chr17",82830233,82830253,21,"*","chr17_f_c453[k=67][m=67]",67,"+","Promoter (<=1kb)",17,82830496,82945900,115405,1,"6904","ENST00000683821.1",-243
"628","chr18",8027385,8027405,21,"*","chr18_f_c13[k=67][m=67]",67,"+","Intron (ENST00000332175.12/5797, intron 7 of 30)",18,8017823,8113632,95810,1,"5797","ENST00000578571.5",9562
"629","chr19",1641060,1641080,21,"*","chr19_r_c16[k=67][m=67]",67,"-","Intron (ENST00000611869.5/6929, intron 2 of 18)",19,1609290,1650287,40998,2,"6929","ENST00000611869.5",9207
"630","chr20",18685689,18685709,21,"*","chr20_f_c47[k=67][m=67]",67,"+","Intron (ENST00000618693.4/92675, intron 4 of 4)",20,18674395,18698709,24315,2,"101929526","ENST00000428285.1",13000
"631","chr22",35776072,35776092,21,"*","chr22_r_c124[k=67][m=67]",67,"-","Promoter (1-2kb)",22,35744164,35778032,33869,2,"23543","ENST00000495377.6",1940
"632","chr2",237513388,237513408,21,"*","chr2_f_c582[k=67][m=67]",67,"+","Promoter (2-3kb)",2,237510931,237510988,58,1,"102465486","ENST00000620409.1",2457
"633","chr2",61496967,61496987,21,"*","chr2_r_c161[k=67][m=67]",67,"-","Promoter (1-2kb)",2,61493638,61495573,1936,2,"7514","ENST00000460037.1",-1394
"634","chr5",143181775,143181795,21,"*","chr5_f_c321[k=67][m=67]",67,"+","Intron (ENST00000645722.2/23092, intron 20 of 22)",5,143192500,143194166,1667,1,"100874372","ENST00000433186.1",-10705
"635","chr6",41732379,41732399,21,"*","chr6_r_c122[k=67][m=67]",67,"-","Promoter (1-2kb)",6,41683978,41733690,49713,2,"7942","ENST00000419396.6",1291
"636","chr6",71307384,71307404,21,"*","chr6_f_c244[k=67][m=67]",67,"+","3' UTR",6,71291362,71293612,2251,1,"79627","ENST00000467503.1",16022
"637","chrX",104024480,104024500,21,"*","chrX_r_c245[k=67][m=67]",67,"-","Distal Intergenic",23,104011147,104013708,2562,2,"158983","ENST00000217926.7",-10772
"638","chrX",154435863,154435883,21,"*","chrX_f_c295[k=67][m=67]",67,"+","Promoter (1-2kb)",23,154436913,154439765,2853,1,"2664","ENST00000630693.2",-1030
"639","chrX",44883751,44883771,21,"*","chrX_f_c83[k=67][m=67]",67,"+","Intron (ENST00000676062.1/7403, intron 2 of 29)",23,44873879,45112542,238664,1,"7403","ENST00000675182.1",9872
"640","chr11",35818691,35818711,21,"*","chr11_f_c111[k=68][m=67]",67,"+","Distal Intergenic",11,35724256,35806621,82366,1,"54765","ENST00000532066.1",94435
"641","chr13",71836127,71836147,21,"*","chr13_r_c141[k=68][m=67]",67,"-","Intron (ENST00000611519.4/1602, intron 1 of 7)",13,71439946,71866769,426824,2,"1602","ENST00000619232.1",30622
"642","chr7",133765285,133765305,21,"*","chr7_f_c416[k=68][m=67]",67,"+","Intron (ENST00000253861.5/60412, intron 10 of 17)",7,133895063,133937956,42894,1,"60412","ENST00000472020.1",-129758
"643","chr10",27129812,27129832,21,"*","chr10_r_c75[k=69][m=67]",67,"-","Intron (ENST00000376016.8/10730, intron 8 of 18)",10,27123547,27136337,12791,2,"10730","ENST00000463270.1",6505
"644","chr12",19708953,19708973,21,"*","chr12_f_c102[k=69][m=67]",67,"+","Intron (ENST00000512223.6/121536, intron 4 of 4)",12,19500129,19553272,53144,1,"121536","ENST00000398731.3",208824
"645","chr1",179211552,179211572,21,"*","chr1_r_c591[k=73][m=67]",67,"-","Intron (ENST00000502732.6/27, intron 1 of 11)",1,179131149,179229306,98158,2,"27","ENST00000660584.1",17734
"646","chr2",202927001,202927021,21,"*","chr2_f_c463[k=76][m=67]",67,"+","Intron (ENST00000402905.7/79800, intron 2 of 15)",2,202912292,202955699,43408,1,"79800","ENST00000427712.5",14709
"647","chr22",28795146,28795166,21,"*","chr22_r_c75[k=94][m=67]",67,"-","Promoter (1-2kb)",22,28794559,28797045,2487,2,"7494","ENST00000484256.1",1879
